Puzzle,Category,Time(millis),Date(millis),Scramble,Penalty,Comment
"333","cfop","16420","1555649631148","R F U' B' R' F R' L D2 F B2 R D2 L2 D2 L' B2 R U2 R'","0",""
"333","cfop","23170","1555649694059","U2 R U2 L' U2 R D2 R B2 L D2 B' D2 B D' R2 B L D' R' B'","0",""
"333","cfop","16200","1555649736718","U2 B2 L2 D' B2 F2 L2 B2 D F2 D' B' D' R' F2 U L2 U L2 B D2","0",""
"333","cfop","24090","1555649789432","U' B2 U2 B' L D F B' D R' F' U2 F' R2 D2 B' U2 B2 D2 R2","1",""
"333","cfop","17200","1555649836364","R2 U2 B' R2 F L2 B' U2 B2 F2 U2 L D2 F' U' L2 R B D2 F2 R","0",""
"333","cfop","18710","1555649880319","R2 B2 D2 L' R' D2 F2 L' F2 D' F U2 F2 R2 U' L' B L2 R","0",""
"333","cfop","13980","1555649922616","L2 B2 U F2 D2 L2 U' B2 F2 R2 D B L' U L R F R2 B' U2 B'","0",""
"333","cfop","15480","1555649970494","L2 F2 D' B2 D B2 L2 U' F2 D2 R F2 L R2 F R' U' B2 F' L'","0",""
"333","cfop","16620","1555650011621","R2 U2 L F' L2 D2 F L' B2 R' L2 D2 B2 U F2 R2 U' B2 L2 D","0",""
"333","cfop","17960","1555650059140","D2 B' L2 B2 D2 L2 F R2 B D2 B' D B2 D2 U' F2 R' F' D F","0",""
"333","cfop","29152","1555650114650","F L2 F' R2 D2 B R2 B L2 B D' R2 F D' R D' B2 R' U B'","1",""
"333","cfop","38040","1555650186700","R2 B' D2 B2 F' L2 F' U2 F U2 R D L U' L B D' U' B' L2","0",""
"333","cfop","20820","1555650245625","D R2 L D F' U D' R' L' B' L' D2 F2 L' B2 L' U2 R D2 R'","0",""
"333","cfop","19070","1555650723418","B2 D2 L F2 D2 L2 D2 R' F2 R B' D R U L2 B' R2 U2 F2 D2","0",""
"333","cfop","13770","1555650768617","F2 R' B2 R' U2 L2 D2 L B2 D2 L B' R' F' D R' D2 L' U2 L' D","0",""
"333","cfop","23640","1555650817017","F2 L D2 U2 R' B2 L U2 F2 R' F' L2 D' L2 D' R B F2 D2 R","0",""
"333","cfop","12160","1555650851213","U2 R2 D' R2 B R2 F' U2 D B2 R F2 R F2 U2 R F2 L' U2","0",""
"333","cfop","18610","1555746489192","R2 U2 B2 D' R2 D' B2 L2 R2 U R2 F' L2 R' F D F2 R2 D2 F' L'","0",""
"333","cfop","16570","1555746540661","D2 R B2 L2 U2 L F2 D2 L' D2 L2 U' B F2 R' D2 U' B' L B' U2","0",""
"333","cfop","14300","1555746805487","F2 L2 U2 F2 U' F2 D L2 R2 F2 D F U F L2 F' R' B' F2 U2","0",""
"555","yau 5","158650","1555748123221","Rw' D' Fw' Bw Uw Bw2 Dw' Rw Bw Rw' Lw D F' Rw' L2 Fw Dw' Rw' L' D' L2 Dw2 Uw' B' Bw F R2 Lw' Bw' Uw2 L' Uw2 Lw D' Rw' F' Dw' B' U2 Bw2 Fw L B2 D2 Bw' Rw Lw' Dw2 Uw2 B Dw2 Rw2 U2 Dw' B F2 Lw U Fw2 B2","0",""
"555","yau 5","159710","1555756705880","Uw' F2 D Fw F Rw Lw2 B' Dw' B' D Fw' R2 B2 R2 Bw2 U' F U' Bw L' Rw' R2 D Rw' L2 U' Uw2 Dw2 F Uw2 Rw Lw Uw' U2 B2 L' B' D2 Bw Fw Lw' L Bw2 Rw2 Dw Bw2 F Lw' D2 U Lw2 Uw' Bw2 R Lw' D2 Bw2 Rw' U'","0",""
"mega","Normal","128730","1555812030876","R++ D++ R++ D++ R++ D++ R++ D-- R++ D++ U
R++ D++ R++ D++ R-- D++ R++ D-- R++ D++ U
R-- D-- R-- D-- R++ D++ R-- D++ R++ D-- U'
R++ D-- R++ D++ R-- D++ R++ D++ R++ D++ U
R++ D-- R-- D++ R-- D++ R-- D-- R++ D-- U'
R++ D++ R++ D-- R-- D-- R-- D++ R++ D-- U'
R++ D++ R-- D-- R-- D-- R++ D++ R++ D-- U'","0",""
"mega","Normal","138720","1555812244170","R++ D++ R++ D-- R-- D-- R-- D-- R++ D-- U'
R-- D-- R-- D-- R++ D++ R++ D-- R++ D++ U
R-- D++ R-- D-- R-- D-- R-- D++ R++ D-- U'
R-- D++ R++ D++ R++ D-- R-- D++ R++ D-- U'
R++ D-- R-- D++ R++ D-- R++ D++ R++ D-- U'
R++ D++ R-- D++ R++ D++ R-- D++ R++ D++ U
R-- D++ R-- D-- R-- D++ R++ D-- R++ D++ U","0",""
"mega","Normal","115200","1555812435633","R-- D-- R++ D++ R++ D++ R++ D++ R++ D++ U
R-- D-- R++ D++ R++ D-- R++ D-- R++ D++ U
R++ D-- R-- D++ R-- D++ R-- D-- R++ D-- U'
R++ D++ R++ D-- R++ D++ R-- D++ R-- D-- U'
R-- D-- R++ D++ R-- D++ R-- D-- R++ D++ U
R++ D-- R++ D-- R-- D-- R++ D++ R++ D++ U
R++ D-- R-- D-- R++ D-- R++ D-- R++ D-- U'","0",""
"mega","Normal","142820","1555812667876","R-- D++ R-- D-- R-- D++ R++ D++ R++ D-- U'
R-- D++ R++ D++ R-- D++ R-- D-- R-- D-- U'
R++ D-- R++ D++ R-- D-- R++ D++ R++ D++ U
R++ D++ R-- D-- R-- D-- R++ D-- R-- D-- U'
R++ D-- R-- D++ R-- D-- R++ D-- R++ D++ U
R++ D-- R-- D++ R-- D-- R-- D-- R++ D-- U'
R++ D++ R++ D-- R-- D-- R-- D++ R++ D++ U","0",""
"555","yau 5","152330","1555812907701","L2 Dw2 U B U2 Dw Fw U' Dw2 Lw' Dw Fw2 R Lw' B Lw L2 Bw2 Lw Uw' Bw' F2 Lw' B2 Uw2 Dw2 B' R Uw Fw' B2 Lw2 Rw2 Uw' B' Bw' Dw Bw Dw' Bw2 Dw' D' R Uw' Fw Bw' Uw' Bw U D2 Dw2 Rw2 F2 R Fw F' Rw' R' Fw' R","0",""
"mega","Normal","136520","1555816794718","R-- D-- R-- D-- R-- D++ R-- D-- R-- D-- U'
R++ D++ R-- D-- R-- D-- R++ D++ R-- D++ U
R++ D-- R-- D-- R-- D-- R-- D++ R++ D-- U'
R-- D-- R++ D-- R++ D-- R-- D++ R++ D++ U
R++ D-- R-- D-- R-- D++ R-- D++ R++ D++ U
R-- D++ R++ D++ R++ D++ R-- D-- R++ D++ U
R++ D-- R++ D++ R++ D-- R-- D-- R++ D++ U","0",""
"mega","Normal","162640","1555817007417","R-- D-- R++ D-- R++ D-- R++ D-- R-- D-- U'
R++ D++ R++ D++ R-- D-- R-- D++ R-- D-- U'
R++ D-- R-- D-- R-- D++ R-- D++ R++ D-- U'
R++ D-- R-- D++ R++ D-- R-- D-- R++ D++ U
R-- D-- R++ D-- R++ D++ R++ D++ R++ D++ U
R++ D++ R-- D-- R++ D-- R-- D-- R++ D++ U
R++ D++ R-- D++ R++ D++ R++ D-- R-- D-- U'","0",""
"mega","Normal","120470","1555817180219","R-- D-- R-- D++ R-- D-- R-- D++ R-- D++ U
R-- D-- R++ D++ R++ D++ R++ D++ R-- D-- U'
R++ D-- R-- D++ R-- D-- R++ D++ R++ D-- U'
R++ D-- R-- D-- R++ D-- R-- D-- R++ D-- U'
R-- D++ R++ D++ R++ D++ R-- D++ R-- D-- U'
R++ D-- R-- D++ R++ D-- R++ D++ R-- D++ U
R++ D++ R-- D-- R++ D++ R-- D++ R-- D-- U'","0",""
"mega","Normal","151930","1555817371335","R++ D-- R++ D++ R-- D++ R-- D-- R++ D++ U
R++ D++ R++ D-- R-- D++ R++ D++ R-- D-- U'
R-- D++ R++ D++ R++ D++ R++ D++ R-- D++ U
R-- D-- R++ D++ R++ D++ R-- D++ R-- D-- U'
R-- D++ R-- D-- R++ D++ R++ D++ R-- D-- U'
R-- D-- R-- D-- R++ D++ R-- D-- R++ D++ U
R++ D++ R++ D++ R-- D-- R++ D++ R++ D++ U","0",""
"mega","Normal","134060","1555817573339","R-- D-- R-- D-- R++ D-- R-- D-- R-- D-- U'
R++ D++ R-- D-- R-- D-- R-- D++ R-- D-- U'
R-- D++ R-- D-- R++ D++ R-- D-- R-- D++ U
R++ D++ R-- D-- R++ D++ R-- D-- R++ D++ U
R++ D++ R++ D++ R++ D++ R++ D++ R-- D-- U'
R++ D-- R++ D++ R++ D-- R++ D-- R-- D++ U
R-- D++ R++ D++ R-- D-- R-- D++ R-- D-- U'","0",""
"555","yau 5","145680","1555825971489","Bw Rw2 U2 Bw2 U' Dw2 Bw D2 Bw F2 Dw2 U2 D' Uw F' Dw2 R U' Bw2 Lw' Uw Rw' L2 Lw2 B L Bw' U Fw' Bw2 B Dw' Lw F' U' B Dw2 Bw' R2 F2 Lw2 R Dw' Uw2 Rw2 L Uw' Lw' Bw' F Rw' Fw Uw Lw2 Rw Dw2 U' L Lw2 Dw","0",""
"555","yau 5","140600","1555826227281","D Lw L' Uw' Dw2 R' B' Lw2 Uw B' Lw2 U' D' F' R D Bw2 Fw2 Dw2 U' Rw D' Rw2 Bw Fw2 Uw D L Fw' Bw' U Rw R' Lw Fw' F2 B D2 R' Uw2 Rw2 D2 F2 Fw2 Dw F Bw' Fw2 Rw2 L' D' Rw2 U' R Rw F Rw Lw' Fw' L","0",""
"555","yau 5","175650","1555826483963","Rw2 U2 Uw' Dw F' Bw' U Bw Dw2 Bw' D Fw Rw' Dw' Uw2 Fw2 Lw' U2 D' R2 D L Lw' U F2 Bw' Fw' Lw2 U2 Dw Bw Rw2 Lw U Lw' U R Lw' L2 Dw Fw' Dw' L' U B' Uw' U L Dw2 Lw' B2 Lw' Rw B Rw2 Dw2 L2 Uw2 L2 Dw","0",""
"555","yau 5","157690","1555834874424","Bw Rw2 Bw' B' F Dw2 F Dw2 F2 L' Uw' Fw2 D2 B D' F2 D L' B' Lw2 Uw F' B2 Lw R F2 Dw2 Lw Fw Rw2 Lw' Uw' Bw2 B Rw' F' Lw Rw2 F R' F' R2 Uw' F' B' R' Fw Rw' Fw' L B2 R' Rw' Dw D B' Fw2 Uw' Fw' D2","0",""
"333","cfop","23825","1555834936943","D2 F' D2 F' L2 R2 F R2 F2 R2 F' D R2 U L' B2 D' F R D2 F","1",""
"333","cfop","15900","1555834976585","F U2 F2 D F2 D' L2 U2 B R F2 U' F2 D' R2 F2 R2 B2 R2 U'","0",""
"333","cfop","17050","1555835018073","F2 D' F2 U' F2 U' R2 U L2 F2 U' L' F D R2 D L B F U' R'","0",""
"333","cfop","12410","1555835060572","D' R2 U' R2 B2 U2 B2 U' L2 U R B2 U' F' U2 F R2 F D2 U2","0",""
"333","cfop","17580","1555835100136","U' R2 D' B2 U L2 B2 R2 D' F2 R' F' L B' R2 U' L2 R' D2 L'","0",""
"333","cfop","16190","1555835139996","D2 F2 D' L2 D' B2 R2 F' D2 B L D U2 L U B' F U","0",""
"333","cfop","16700","1555835180131","F B R2 B' U' D2 R D2 B L D2 B U2 L2 U2 L2 B2 L2 B' U2 F2","0",""
"333","cfop","16990","1555835221190","R2 B2 F2 D' B2 D B2 U F' D2 B D' U' F L2 F L' R U2","0",""
"333","cfop","14700","1555835277765","U2 B2 R2 D R2 U F2 U B2 R2 U2 L F D2 L B2 D2 U2 B' U' R'","0",""
"333","cfop","18180","1555835320567","U F2 B2 D L F U' R2 L' F U D L2 U' D2 F2 L2 D B2","0",""
"444","yau","65080","1555836437186","R' F2 L' R2 B2 L U2 D2 L D2 F2 B D F2 U2 D R B D B Rw2 D2 Fw2 B Uw2 L B Rw2 L2 B2 U2 Uw R' D2 L' Uw2 B' Fw U' Rw Fw F2 Uw L2","0",""
"444","yau","68920","1555836582908","D2 L2 U' D2 F R B2 R2 U F2 B' U2 R2 U2 F L2 B U2 D2 L2 Fw2 Rw2 D2 B' Uw2 D2 U Fw2 F U F2 D' Rw' L' B2 U2 Rw' Fw2 Rw' Uw' F Rw' R' D' L2","0",""
"444","yau","72290","1555836699236","L' D2 L' B2 D2 B2 L2 D2 L2 D2 R' F D2 F D' F' R2 F' D L' Uw2 Fw2 U2 B Rw2 U R2 F' D' L2 Uw2 B Rw B Rw2 U' Uw' B2 Rw Fw Uw' U' D' R","0",""
"444","yau","78520","1555836821377","B2 D L2 U' R2 B2 L2 D R2 D R2 L F' U F' U2 R' B' L D' Fw2 L Uw2 U' Fw2 D2 Rw2 Uw2 B2 R2 B2 R Fw B D' F R' L2 Uw L Fw2 L R' Fw L'","0",""
"444","yau","63000","1555836932405","R' U2 B2 R B2 R2 B2 L' B2 D2 R2 F D' F2 R' U' F D' L' R' B2 Fw2 U Rw2 U Rw2 Uw2 L D2 U' Fw2 D2 R Uw2 Fw' F U R Fw' B U' D' Rw' Uw D' L' U","0",""
"444","yau","73990","1555837057737","B2 U2 R2 B2 D2 B' D2 U2 L2 U2 L2 D' R' F2 B2 D L' U R U2 B Uw2 Rw2 B' U' D Rw2 Uw2 B L2 U' F U' Rw' L Fw2 D F2 Fw Uw' R Fw2 F B L2","0",""
"444","yau","62210","1555837167931","D' L U R F L' U' L U2 F' U F2 R2 U' F2 U2 L2 U B2 D R2 Uw2 Fw2 B' Uw2 L' B' L' Uw2 B2 D2 L2 B' Uw R2 D2 B Uw2 R' Fw' Uw' U B Rw2 L' B","0",""
"333","oh","41320","1555893569117","U2 L' D2 R D2 B' U D' L' F U2 R2 B2 U' R2 D' B2 U2 F2 B2 U'","0",""
"333","oh","36050","1555893626517","D R2 B2 U' F2 R2 U' F2 D U F2 R' F D2 F2 D2 B' L2 U F","0",""
"333","oh","37780","1555893687793","U' F2 U' L2 F2 D L2 D2 R2 D2 F' D' B2 L' U2 B' D' U' F2 R'","0",""
"333","oh","40820","1555893760479","B2 D2 F L2 B2 U2 F' U2 F R D R B' F L' D U2 B' D","0",""
"333","oh","30900","1555893824505","F' L2 B' R2 F2 U2 B' R2 U2 L2 F2 U' R2 D R B L2 D' U2 L2 U2","0",""
"333","oh","35600","1555893888459","R2 B R' U2 B' D F2 D F' D2 B2 L2 D2 B2 D' F2 D B2 U L2","0",""
"333","oh","38130","1555893973977","F2 L2 R2 U' B2 U' F2 D B2 F2 L D2 F D2 B2 R U R' D' B'","0",""
"333","oh","36520","1555894036732","B2 L B2 L' U2 R2 B2 U2 F2 R' B' U L D' B F L2 R' U B","0",""
"555","yau 5","145580","1555895892443","Bw B' D' R F L2 Dw Uw' U2 R' U Lw Uw2 L' Lw2 Dw2 U' Lw B' Dw U R Fw' Bw F2 U Uw2 Bw F' Fw Uw' R2 Fw2 U Rw' Dw R' U R Fw' R2 L2 D2 Fw2 D2 U' F2 Uw' Rw2 Fw R2 Dw U' Rw2 Bw' F Lw B Dw D","0",""
"333","oh","28000","1555896043295","F2 L2 B' L2 F D2 F' D2 F' R2 U2 L' U2 R' U2 R' U L2 U' F'","0",""
"333","oh","30500","1555896110328","B2 D2 L F2 R2 D2 R D2 U2 L' R' B U F' D F' D2 R2 U L' R2","0",""
"333","oh","37120","1555896183416","F D2 R2 F2 R B' U' B2 U' F' R2 B2 U' F2 U' R2 D2 L2 U L2","0",""
"444","yau","70310","1556118769888","B2 L2 F2 L2 D' R2 D2 F2 U2 D R2 F' B' L2 F' L' B' D' F2 R' Fw2 R2 Uw2 L F Rw2 B Uw2 L F' L' R' Fw2 U' Fw2 L Uw' L B2 Uw' Fw' D L Uw R2","0",""
"666","Normal","322980","1556178752472","Rw 3Fw' Dw 3Rw Uw2 3Fw' 3Uw R2 Rw2 3Fw D2 3Fw' Rw2 F2 U' 3Uw2 Bw2 3Uw2 Rw Lw2 D Lw2 3Uw Dw F2 R L 3Fw Rw 3Uw' B Dw' 3Rw F Bw2 R Lw L2 Fw2 L D' Bw' F2 Dw B F' L2 Dw' 3Uw' B 3Uw2 3Fw2 B' Rw Dw Rw2 3Rw U2 R F B' 3Rw' D U2 Uw' Bw2 3Fw Dw Uw 3Fw U2 F 3Uw' R' Uw2 D Bw L F' Fw2","0",""
"555","yau 5","144360","1556179041031","Bw R' Bw L2 Lw R' D2 R2 U2 F Dw Bw' F' R' Bw2 Rw2 L' Dw' R2 D2 B D Lw' R U' L' F2 Uw2 Dw' Bw' Dw R' Uw L Bw' Rw2 R Lw Bw2 B2 R F2 L2 Lw2 B Bw' R Dw' Bw' Fw Uw' Dw L' F2 B L' Lw2 R D2 L2","0",""
"666","Normal","357840","1556179651615","Fw2 D' U' Bw L F2 Uw U2 Lw2 L 3Fw Lw2 Fw 3Uw U D2 3Fw L2 R 3Rw2 Fw2 U Uw Bw' R 3Fw2 Bw L' F' Uw L2 B F' Uw2 L' U' D2 Fw Dw' Fw B F Rw' Fw' Rw' 3Fw' F2 Fw Bw2 Lw2 L 3Fw2 L Fw' F Uw Rw' Dw2 L' D2 3Rw Dw' F 3Fw Uw' R2 U2 Uw' Lw' Rw R 3Uw U2 L' Fw' F Uw2 3Rw' Dw Lw","0",""
"555","yau 5","136190","1556189883436","Dw2 B Uw F Lw Dw' U2 B2 Rw L R B2 Bw' Lw Fw2 L2 B' Fw' F R' L' Bw B2 Rw2 Lw L Dw2 Rw R' Uw2 Fw' Lw' R' D' Rw' B2 Rw F2 Uw U' B F2 Bw2 Rw2 D' Uw2 F2 U2 Uw' B' Uw U2 Lw' B' D2 Dw U' Fw' Bw L","0",""
"666","Normal","292940","1556190325822","3Uw' Fw' Rw Fw B2 Bw U' F2 Rw2 3Uw2 Dw Rw' L' F2 3Fw' Bw Lw Uw' D' Rw' U' F' Rw 3Rw2 Lw Uw' Lw D' F Uw R2 Rw2 Uw2 3Rw' L Dw Uw2 F2 R 3Rw Fw2 F 3Uw' Dw2 U Uw2 3Rw' L' F2 U2 D Lw' Dw2 B2 R' Uw' 3Uw' L2 B' Dw2 F U' L Uw2 F' Fw' Uw Dw 3Rw Fw2 3Fw2 Dw D2 Fw2 F D F' Fw Bw2 3Rw2","0",""
"mega","Normal","123420","1556190593583","R++ D-- R-- D-- R-- D-- R-- D-- R-- D-- U'
R++ D-- R-- D-- R-- D-- R-- D++ R-- D++ U
R++ D++ R-- D++ R-- D++ R-- D++ R++ D-- U'
R++ D-- R++ D++ R++ D++ R++ D-- R-- D-- U'
R-- D-- R++ D-- R++ D-- R++ D++ R-- D++ U
R-- D++ R++ D-- R-- D-- R++ D-- R-- D-- U'
R++ D-- R++ D++ R++ D++ R++ D++ R-- D++ U","0",""
"mega","Normal","132960","1556190824095","R++ D++ R++ D++ R-- D-- R-- D-- R++ D++ U
R++ D-- R++ D-- R-- D++ R++ D++ R-- D++ U
R++ D-- R++ D-- R++ D-- R-- D-- R++ D-- U'
R++ D++ R++ D++ R-- D-- R-- D-- R++ D++ U
R++ D++ R++ D-- R-- D-- R++ D++ R++ D-- U'
R-- D++ R-- D-- R-- D-- R++ D-- R-- D-- U'
R-- D++ R++ D++ R-- D-- R++ D-- R-- D++ U","0",""
"mega","Normal","116900","1556191714305","R-- D++ R-- D++ R++ D++ R-- D++ R-- D++ U
R-- D++ R-- D-- R-- D++ R-- D-- R-- D++ U
R++ D++ R-- D++ R-- D-- R++ D-- R-- D-- U'
R++ D-- R-- D++ R++ D++ R-- D-- R++ D++ U
R++ D++ R++ D++ R++ D++ R-- D-- R++ D++ U
R++ D-- R++ D++ R-- D-- R++ D++ R++ D++ U
R-- D++ R++ D++ R-- D-- R-- D++ R-- D-- U'","0",""
"666","Normal","342510","1556204243811","Fw2 3Fw 3Rw' R2 Fw2 B 3Fw2 R Dw2 Rw' Lw2 Dw2 3Uw 3Rw' Lw Rw' D2 B2 3Rw 3Uw B Bw' U Lw' 3Fw' Bw2 L2 Dw2 3Rw2 Dw 3Uw' 3Rw2 Uw' U' Bw' B' D2 F' U' Fw Uw Fw2 3Rw2 Rw U2 Bw2 Dw' Uw' 3Uw' 3Rw2 D R' 3Rw2 Lw Uw 3Fw' Bw' Lw F' 3Uw2 Fw' 3Uw2 Uw D2 Fw2 3Rw' Bw Dw R F2 B' U2 R2 U' R' Fw2 Rw Fw 3Uw' F2","0",""
"555","yau 5","189010","1556204513188","R2 Dw U L Dw2 D' L' Rw' Dw2 R2 Dw2 Rw Dw Bw Rw L2 R Fw Rw2 U Bw' Uw' D Fw' Rw' Lw R' D2 F Dw Fw Lw' Rw Fw F' Rw' Fw Dw Bw' U F Fw Lw U Rw2 Uw' Fw2 Dw' Lw L Rw D' F2 L2 R Fw D2 R Lw' Fw2","0",""
"mega","Normal","149090","1556204683789","R++ D-- R++ D-- R-- D-- R-- D-- R-- D-- U'
R-- D-- R++ D-- R++ D++ R-- D-- R-- D-- U'
R++ D-- R-- D-- R-- D-- R-- D-- R++ D-- U'
R++ D-- R++ D++ R-- D++ R++ D++ R++ D++ U
R++ D-- R++ D++ R++ D-- R-- D-- R++ D++ U
R++ D++ R++ D++ R++ D++ R-- D++ R-- D++ U
R-- D++ R++ D++ R++ D++ R-- D++ R-- D++ U","0",""
"sq1","Normal","79920","1556204851414","(0,-1) / (6,-3) / (1,1) / (-3,0) / (-3,-3) / (-3,0) / (-4,0) / (-3,0) / (0,-3) / (4,-3) / (4,0) / (-2,0) / (4,0)","0",""
"mega","Normal","123310","1556205196911","R-- D-- R++ D-- R++ D++ R++ D-- R-- D-- U'
R-- D-- R-- D++ R++ D-- R++ D++ R-- D-- U'
R++ D++ R++ D-- R-- D++ R-- D++ R++ D++ U
R-- D++ R-- D++ R++ D++ R++ D-- R-- D-- U'
R++ D++ R-- D-- R-- D++ R++ D-- R-- D++ U
R++ D++ R-- D-- R++ D++ R++ D-- R++ D-- U'
R-- D++ R++ D-- R++ D-- R-- D++ R-- D++ U","0",""
"666","Normal","309200","1556237936781","Fw2 F' Bw U 3Fw2 U Fw' B' L2 B Dw' 3Rw2 U Uw' R2 U Uw' Lw' R' Dw2 Lw2 3Uw' Fw' L Dw 3Uw Rw2 Bw' 3Fw' Fw' 3Rw' D' 3Fw Uw2 Fw Lw Rw 3Uw' Lw Dw 3Uw U' B' R2 L2 Lw' Rw' 3Fw' Rw Bw' Uw' Dw2 F 3Fw 3Rw' Lw2 U Rw2 Bw R Rw2 3Uw2 3Rw' Bw2 Rw' U' B' 3Rw2 U' 3Fw' R2 Bw2 D' Dw L' R' F Lw2 3Uw' R'","0",""
"666","Normal","299040","1556238907229","R Bw R2 Fw2 Rw' L' Dw2 3Fw' Bw Lw2 F Lw Dw Rw' U2 3Uw' Uw' L 3Rw' U' L B2 3Rw2 3Fw 3Uw' U 3Fw' 3Uw' Uw Dw' R Bw' Dw' B2 L' Rw' 3Uw Fw U' 3Rw Dw U' Rw D2 Lw Fw2 Rw' 3Rw 3Uw U2 Bw' B2 Lw F2 Lw F' Uw' Bw' Dw' Bw' 3Fw2 Fw' F' U2 Uw2 Dw2 Lw Uw' B' L2 3Rw2 F' Uw 3Rw2 F 3Uw' 3Fw2 Bw' U2 3Uw","0",""
"666","Normal","325350","1556239894769","F L2 3Rw2 3Fw 3Uw 3Rw' D2 R Bw Lw' 3Fw' 3Rw2 3Uw' 3Fw Uw R L2 Bw Rw2 R Uw2 Rw B' 3Fw Lw Rw' 3Rw2 R' Uw' 3Rw 3Fw F2 B' Bw R 3Rw2 Uw2 3Rw2 U Lw2 Rw2 Dw 3Uw2 U2 L' Lw D' 3Rw' 3Fw2 Rw Bw2 Lw U2 Dw F2 3Uw D' Uw Dw2 Lw' 3Rw 3Uw2 B2 Bw2 Rw' Uw' Lw' R' D' Fw2 D R2 3Uw2 F' 3Uw2 Lw' 3Rw' U2 F2 L2","0",""
"666","Normal","320630","1556241957587","U' Bw' Uw' Bw 3Fw' D Rw' R' 3Uw2 3Fw2 L 3Rw Rw2 B Bw2 D2 B' F' Rw2 3Uw' Rw' Fw2 3Uw 3Fw' Fw2 3Uw' Dw2 D Lw2 3Fw F2 L' 3Fw2 Bw' 3Rw Bw L Uw2 R' Dw 3Uw F' B2 U2 3Uw2 D' L2 Dw2 Bw L2 Dw' U2 Lw2 Dw2 B Uw2 3Uw Fw' B2 D2 U' 3Fw Fw D B2 3Fw' U' D' 3Uw2 Lw Rw2 Dw2 U2 R2 Uw' R2 3Uw F' Uw2 Rw'","0",""
"666","Normal","326810","1556268180163","Dw U Uw' 3Uw2 L' Uw' 3Rw2 F2 D Bw' L B Bw' Rw' R' B' Dw Lw' Rw D 3Uw2 R2 L2 Dw Lw' L2 R U Lw2 3Rw2 R2 Bw2 3Rw B2 3Fw2 3Rw' R2 Uw' 3Uw' 3Fw' Uw2 B2 U L' B R' Uw B2 U2 D2 Uw' Bw B2 Rw Lw' 3Uw' Lw' D R2 3Rw' 3Uw2 B2 3Rw Fw' B' U' Fw' Bw2 B' 3Uw2 Rw2 Fw2 Uw' Dw2 Rw 3Uw2 Rw R' Fw U2","0",""
"555","yau 5","116950","1556268537745","F' Uw' F2 D2 Dw' Uw' U2 B Lw' U2 B Uw F' R2 Dw B2 R Fw D Dw Rw' F' D Rw' R2 B L' Rw' Uw Rw' D2 Rw' B U D2 B2 F2 Dw' L Fw' F2 Uw' F2 Lw2 Dw R D' Dw' Fw2 B2 Lw' Fw2 R2 Lw2 Bw2 Dw Lw2 U2 Lw2 F","0",""
"555","yau 5","129840","1556268751452","Uw' Dw Fw' B' Dw U2 F' Dw Fw' U' Dw B' Bw2 F Fw2 Lw R Rw' Dw2 Fw' R U2 Lw2 Fw2 Dw2 Fw' D2 Rw F' Lw Fw' Dw Rw Lw2 Bw Fw2 D B2 Dw' R Uw' Fw' L2 Uw' Dw2 F' Fw2 R D2 Bw2 D' Lw2 D' Rw' B2 U' Lw' R2 Rw' D2","0",""
"444","yau","79990","1556268914287","U' F2 U D' F' D2 B U' L U2 B' L2 U2 F R2 F U2 B R2 L2 Uw2 Fw2 U' Fw2 F2 U2 L R Uw2 D' B2 F R' Fw' U2 L2 U' Rw' Uw' U L' D' Fw U'","0",""
"444","yau","57820","1556269015608","L F2 D2 B D' B' R' F' L' R F2 D B2 D' L2 D' B2 U' L2 D' Uw2 L' Uw2 Fw2 F2 U' Rw2 R' Uw2 Rw2 R U' L Fw D' Fw2 R2 D' R Fw' Rw F' Uw' B2 Rw'","0",""
"444","yau","65000","1556269147756","B2 R' U R D R' U2 B' D F2 U2 L2 B2 U2 R' B2 R D2 U2 B2 Fw2 U' Rw2 R2 F2 U' L D' R2 Fw2 F2 U' Fw L2 Fw2 Uw2 F2 R' Fw Uw' Rw2 R' Fw' Uw' R D'","0",""
"444","yau","72560","1556269279952","L2 F' R2 D2 F R2 B' D2 F U2 B L' B R2 U' R F' U' D' L' Fw2 R' Uw2 D2 F R' Uw2 F Uw2 R2 D2 F2 Uw' Rw2 U F' U2 L' Uw Rw B' R2 Uw' F U","0",""
"444","yau","61500","1556269474116","F' U2 B2 D2 B D2 B' D2 R2 U' F L U D F2 U R2 B' U' R' Uw2 F U Rw2 B Rw2 D' B U B2 Uw2 F2 D Rw' F2 R2 D' F2 L' Uw' Fw Uw L Uw' Rw2","0",""
"444","yau","62440","1556269585464","D2 R2 F2 R' D2 R F2 L' B2 R2 U2 D' L' B2 F' L D' B2 D R D Uw2 R2 Fw2 B Rw2 Fw2 U2 R' Fw2 L' F2 Uw' Fw2 U D' L2 Fw' D Fw Rw2 Uw2 Rw B","0",""
"444","yau","63650","1556269694546","R2 D2 F R2 B2 R2 L2 B' R2 F' U2 R' L2 D2 R U' B F' D B2 L' Uw2 Fw2 F' R2 B L F2 Uw2 L' F' Rw2 D2 U' L Uw' B Uw' F Rw D2 U Rw2 Fw Uw D'","0",""
"444","yau","81500","1556269854728","D2 B2 D2 R2 B2 R2 L2 U' L2 B2 D' R F' B' U' B' U' B U2 Uw2 Fw2 F' U2 B' Uw2 D B Uw2 U2 Fw2 B' Rw' F L R' B Uw' Rw2 Fw' F Uw U2 F2","0",""
